02000000-22000000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
71ffe000-71fff000 rw-p 00003000 fd:00 1319                               /system/framework/arm64/boot-framework-graphics.oat
71fff000-72001000 r--p 00000000 fd:00 1322                               /system/framework/arm64/boot-framework-location.oat
72001000-72003000 rw-p 00000000 fd:00 1357                               /system/framework/boot-framework-location.vdex
72003000-72004000 r--p 00002000 fd:00 1322                               /system/framework/arm64/boot-framework-location.oat
72004000-72005000 rw-p 00003000 fd:00 1322                               /system/framework/arm64/boot-framework-location.oat
72005000-72007000 r--p 00000000 fd:00 1316                               /system/framework/arm64/boot-framework-connectivity-b.oat
72007000-72008000 r-xp 00002000 fd:00 1316                               /system/framework/arm64/boot-framework-connectivity-b.oat
72008000-72009000 rw-p 00000000 00:00 0                                  [anon:.bss]
72009000-7200a000 rw-p 00000000 fd:00 1355                               /system/framework/boot-framework-connectivity-b.vdex
7200a000-7200b000 r--p 00003000 fd:00 1316                               /system/framework/arm64/boot-framework-connectivity-b.oat
7200b000-7200c000 rw-p 00004000 fd:00 1316                               /system/framework/arm64/boot-framework-connectivity-b.oat
7200c000-72011000 r--p 00000000 fd:00 1310                               /system/framework/arm64/boot-ext.oat
72011000-72028000 r-xp 00005000 fd:00 1310                               /system/framework/arm64/boot-ext.oat
72028000-72029000 rw-p 00000000 fd:00 1353                               /system/framework/boot-ext.vdex
72029000-7202a000 r--p 0001c000 fd:00 1310                               /system/framework/arm64/boot-ext.oat
7202a000-7202b000 rw-p 0001d000 fd:00 1310                               /system/framework/arm64/boot-ext.oat
7202b000-72033000 r--p 00000000 fd:00 1340                               /system/framework/arm64/boot-telephony-common.oat
72033000-72042000 rw-p 00000000 fd:00 1363                               /system/framework/boot-telephony-common.vdex
72042000-72043000 r--p 00008000 fd:00 1340                               /system/framework/arm64/boot-telephony-common.oat
72043000-72044000 rw-p 00009000 fd:00 1340                               /system/framework/arm64/boot-telephony-common.oat
72044000-72047000 r--p 00000000 fd:00 1343                               /system/framework/arm64/boot-voip-common.oat
72047000-72048000 r-xp 00003000 fd:00 1343                               /system/framework/arm64/boot-voip-common.oat
72048000-7204d000 rw-p 00000000 fd:00 1364                               /system/framework/boot-voip-common.vdex
7204d000-7204e000 r--p 00004000 fd:00 1343                               /system/framework/arm64/boot-voip-common.oat
7204e000-7204f000 rw-p 00005000 fd:00 1343                               /system/framework/arm64/boot-voip-common.oat
7204f000-72051000 r--p 00000000 fd:00 1334                               /system/framework/arm64/boot-ims-common.oat
72051000-72053000 rw-p 00000000 fd:00 1361                               /system/framework/boot-ims-common.vdex
72053000-72054000 r--p 00002000 fd:00 1334                               /system/framework/arm64/boot-ims-common.oat
72054000-72055000 rw-p 00003000 fd:00 1334                               /system/framework/arm64/boot-ims-common.oat
72055000-72057000 r--p 00000000 fd:00 1328                               /system/framework/arm64/boot-framework-platformcrashrecovery.oat
72057000-72058000 rw-p 00000000 fd:00 1359                               /system/framework/boot-framework-platformcrashrecovery.vdex
72058000-72059000 r--p 00002000 fd:00 1328                               /system/framework/arm64/boot-framework-platformcrashrecovery.oat
72059000-7205a000 rw-p 00003000 fd:00 1328                               /system/framework/arm64/boot-framework-platformcrashrecovery.oat
7205a000-7205c000 r--p 00000000 fd:00 1325                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
7205c000-7205d000 rw-p 00000000 fd:00 1358                               /system/framework/boot-framework-ondeviceintelligence-platform.vdex
7205d000-7205e000 r--p 00002000 fd:00 1325                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
7205e000-7205f000 rw-p 00003000 fd:00 1325                               /system/framework/arm64/boot-framework-ondeviceintelligence-platform.oat
7205f000-7208d000 r--p 00000000 fd:00 1304                               /system/framework/arm64/boot-core-icu4j.oat
7208d000-7215c000 r-xp 0002e000 fd:00 1304                               /system/framework/arm64/boot-core-icu4j.oat
7215c000-7215d000 rw-p 00000000 00:00 0                                  [anon:.bss]
7215d000-72166000 rw-p 00000000 fd:00 1351                               /system/framework/boot-core-icu4j.vdex
72166000-72167000 r--p 000fd000 fd:00 1304                               /system/framework/arm64/boot-core-icu4j.oat
72167000-72168000 rw-p 000fe000 fd:00 1304                               /system/framework/arm64/boot-core-icu4j.oat
72168000-72aff000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-framework-adservices.art]
72aff000-72b18000 r--p 00000000 fd:00 1313                               /system/framework/arm64/boot-framework-adservices.oat
72b18000-72b4b000 rw-p 00000000 fd:00 1354                               /system/framework/boot-framework-adservices.vdex
72b4b000-72b4c000 r--p 00019000 fd:00 1313                               /system/framework/arm64/boot-framework-adservices.oat
72b4c000-72b4d000 rw-p 0001a000 fd:00 1313                               /system/framework/arm64/boot-framework-adservices.oat
72b4d000-73171000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
73171000-73172000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
73172000-73179000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
73179000-7634e000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
7634e000-76b4d000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
7f7f80000-7f7fc0000 rw-s 0031e000 00:11 21128                            /dev/kgsl-3d0
7f7fc0000-7f80d0000 rw-s 00458000 00:11 21128                            /dev/kgsl-3d0
7f80d0000-7f82f0000 rw-s 0051e000 00:11 21128                            /dev/kgsl-3d0
7f82f0000-7f8510000 rw-s 0051c000 00:11 21128                            /dev/kgsl-3d0
7f8530000-7f858e000 rw-s 00511000 00:11 21128                            /dev/kgsl-3d0
7f8590000-7f85ee000 rw-s 004f4000 00:11 21128                            /dev/kgsl-3d0
7f85f0000-7f8630000 rw-s 004f3000 00:11 21128                            /dev/kgsl-3d0
7f8630000-7f8650000 rw-s 004f2000 00:11 21128                            /dev/kgsl-3d0
7f8650000-7f8692000 rw-s 004f1000 00:11 21128                            /dev/kgsl-3d0
7f86a0000-7f86fe000 rw-s 004f0000 00:11 21128                            /dev/kgsl-3d0
7f8700000-7f8720000 rw-s 004ef000 00:11 21128                            /dev/kgsl-3d0
7f8720000-7f8740000 rw-s 004ee000 00:11 21128                            /dev/kgsl-3d0
7f8740000-7f8760000 rw-s 004ed000 00:11 21128                            /dev/kgsl-3d0
7f8760000-7f8780000 rw-s 004ec000 00:11 21128                            /dev/kgsl-3d0
7f8780000-7f87a0000 rw-s 004eb000 00:11 21128                            /dev/kgsl-3d0
7f87a0000-7f87c0000 rw-s 004ea000 00:11 21128                            /dev/kgsl-3d0
7f87c0000-7f87e0000 rw-s 004e9000 00:11 21128                            /dev/kgsl-3d0
7f87e0000-7f8800000 rw-s 004e8000 00:11 21128                            /dev/kgsl-3d0
7f8800000-7f8820000 rw-s 004e7000 00:11 21128                            /dev/kgsl-3d0
7f8820000-7f8840000 rw-s 004e6000 00:11 21128                            /dev/kgsl-3d0
7f8840000-7f8860000 rw-s 004e5000 00:11 21128                            /dev/kgsl-3d0
7f8860000-7f8880000 rw-s 004e4000 00:11 21128                            /dev/kgsl-3d0
7f8880000-7f88a0000 rw-s 004e3000 00:11 21128                            /dev/kgsl-3d0
7f88a0000-7f88c0000 rw-s 004e2000 00:11 21128                            /dev/kgsl-3d0
7f88c0000-7f88e0000 rw-s 004e1000 00:11 21128                            /dev/kgsl-3d0
7f88e0000-7f8900000 rw-s 004e0000 00:11 21128                            /dev/kgsl-3d0
7f8900000-7f8920000 rw-s 004df000 00:11 21128                            /dev/kgsl-3d0
7f8920000-7f8940000 rw-s 004de000 00:11 21128                            /dev/kgsl-3d0
7f8940000-7f8960000 rw-s 004dd000 00:11 21128                            /dev/kgsl-3d0
7f8960000-7f8980000 rw-s 004dc000 00:11 21128                            /dev/kgsl-3d0
7f8980000-7f89a0000 rw-s 004db000 00:11 21128                            /dev/kgsl-3d0
7f89a0000-7f89c0000 rw-s 004da000 00:11 21128                            /dev/kgsl-3d0
7f89c0000-7f89e0000 rw-s 004d9000 00:11 21128                            /dev/kgsl-3d0
7f89e0000-7f8a00000 rw-s 004d8000 00:11 21128                            /dev/kgsl-3d0
7f8a00000-7f8a20000 rw-s 004d7000 00:11 21128                            /dev/kgsl-3d0
7f8a20000-7f8a40000 rw-s 004d6000 00:11 21128                            /dev/kgsl-3d0
7f8a40000-7f8a60000 rw-s 004d5000 00:11 21128                            /dev/kgsl-3d0
7f8a60000-7f8a80000 rw-s 004d4000 00:11 21128                            /dev/kgsl-3d0
7f8a80000-7f8aa0000 rw-s 004d3000 00:11 21128                            /dev/kgsl-3d0
7f8aa0000-7f8ac0000 rw-s 004d2000 00:11 21128                            /dev/kgsl-3d0
7f8ac0000-7f8ae0000 rw-s 004d1000 00:11 21128                            /dev/kgsl-3d0
7f8ae0000-7f8b00000 rw-s 004d0000 00:11 21128                            /dev/kgsl-3d0
7f8b00000-7f8b20000 rw-s 004cf000 00:11 21128                            /dev/kgsl-3d0
7f8b20000-7f8b40000 rw-s 004ce000 00:11 21128                            /dev/kgsl-3d0
7f8b40000-7f8b60000 rw-s 004cd000 00:11 21128                            /dev/kgsl-3d0
7f8b70000-7f8bb0000 rw-s 00472000 00:11 21128                            /dev/kgsl-3d0
7f8bb0000-7f8bf0000 rw-s 00471000 00:11 21128                            /dev/kgsl-3d0
7f8bf0000-7f8c30000 rw-s 00470000 00:11 21128                            /dev/kgsl-3d0
7f8c30000-7f8c70000 rw-s 00457000 00:11 21128                            /dev/kgsl-3d0
7f8c70000-7f8cb0000 rw-s 00456000 00:11 21128                            /dev/kgsl-3d0
7f8cb0000-7f8cf0000 rw-s 00455000 00:11 21128                            /dev/kgsl-3d0
7f8cf0000-7f8d30000 rw-s 00454000 00:11 21128                            /dev/kgsl-3d0
7f8d30000-7f8d70000 rw-s 00453000 00:11 21128                            /dev/kgsl-3d0
7f8d70000-7f8db0000 rw-s 00452000 00:11 21128                            /dev/kgsl-3d0
7f8db0000-7f8dd0000 rw-s 00451000 00:11 21128                            /dev/kgsl-3d0
7f8dd0000-7f8df0000 rw-s 00450000 00:11 21128                            /dev/kgsl-3d0
7f8df0000-7f8e10000 rw-s 0044f000 00:11 21128                            /dev/kgsl-3d0
7f8e10000-7f8e30000 rw-s 0044e000 00:11 21128                            /dev/kgsl-3d0
7f8e30000-7f8e70000 rw-s 0044d000 00:11 21128                            /dev/kgsl-3d0
7f8e70000-7f8eb0000 rw-s 0044c000 00:11 21128                            /dev/kgsl-3d0
7f8eb0000-7f8ef0000 rw-s 0044b000 00:11 21128                            /dev/kgsl-3d0
7f8ef0000-7f8f30000 rw-s 0044a000 00:11 21128                            /dev/kgsl-3d0
7f8f30000-7f8f70000 rw-s 00449000 00:11 21128                            /dev/kgsl-3d0
7f8f70000-7f8fb0000 rw-s 00448000 00:11 21128                            /dev/kgsl-3d0
7f8fb0000-7f8ff0000 rw-s 00447000 00:11 21128                            /dev/kgsl-3d0
7f8ff0000-7f9030000 rw-s 00446000 00:11 21128                            /dev/kgsl-3d0
7f9030000-7f9070000 rw-s 00445000 00:11 21128                            /dev/kgsl-3d0
7f9070000-7f90b0000 rw-s 00444000 00:11 21128                            /dev/kgsl-3d0
7f90b0000-7f90f0000 rw-s 00443000 00:11 21128                            /dev/kgsl-3d0
7f90f0000-7f9130000 rw-s 00442000 00:11 21128                            /dev/kgsl-3d0
7f9130000-7f9170000 rw-s 00441000 00:11 21128                            /dev/kgsl-3d0
7f9170000-7f91b0000 rw-s 00440000 00:11 21128                            /dev/kgsl-3d0
7f91b0000-7f91f0000 rw-s 0043f000 00:11 21128                            /dev/kgsl-3d0
7f91f0000-7f9230000 rw-s 0043e000 00:11 21128                            /dev/kgsl-3d0
7f9230000-7f9270000 rw-s 0043d000 00:11 21128                            /dev/kgsl-3d0
7f9270000-7f92b0000 rw-s 0043c000 00:11 21128                            /dev/kgsl-3d0
7f92b0000-7f92f0000 rw-s 0043b000 00:11 21128                            /dev/kgsl-3d0
7f92f0000-7f9330000 rw-s 0043a000 00:11 21128                            /dev/kgsl-3d0
7f9330000-7f9370000 rw-s 00439000 00:11 21128                            /dev/kgsl-3d0
7f9370000-7f93b0000 rw-s 00438000 00:11 21128                            /dev/kgsl-3d0
7f93b0000-7f93d0000 rw-s 00437000 00:11 21128                            /dev/kgsl-3d0
7f93d0000-7f93f0000 rw-s 00436000 00:11 21128                            /dev/kgsl-3d0
7f93f0000-7f9410000 rw-s 00435000 00:11 21128                            /dev/kgsl-3d0
7f9410000-7f9430000 rw-s 00434000 00:11 21128                            /dev/kgsl-3d0
7f9430000-7f9450000 rw-s 00433000 00:11 21128                            /dev/kgsl-3d0
7f9450000-7f9470000 rw-s 00432000 00:11 21128                            /dev/kgsl-3d0
7f9470000-7f9530000 rw-s 0015d000 00:11 21128                            /dev/kgsl-3d0
7f9530000-7f9570000 rw-s 00106000 00:11 21128                            /dev/kgsl-3d0
7f9570000-7f97e0000 rw-s 00413000 00:11 21128                            /dev/kgsl-3d0
7f97e0000-7f9c70000 rw-s 00360000 00:11 21128                            /dev/kgsl-3d0
7f9c70000-7f9e30000 rw-s 003e4000 00:11 21128                            /dev/kgsl-3d0
7f9e38000-7f9e40000 rw-s 0051d000 00:11 21128                            /dev/kgsl-3d0
7f9e50000-7f9e91000 rw-s 00155000 00:11 21128                            /dev/kgsl-3d0
7f9ea0000-7f9ee5000 rw-s 00397000 00:11 21128                            /dev/kgsl-3d0
7f9ef0000-7f9f30000 rw-s 00395000 00:11 21128                            /dev/kgsl-3d0
7f9f30000-7f9f40000 rw-s 00394000 00:11 21128                            /dev/kgsl-3d0
7f9f40000-7f9f80000 rw-s 00388000 00:11 21128                            /dev/kgsl-3d0
7f9f80000-7fa180000 rw-s 00371000 00:11 21128                            /dev/kgsl-3d0
7fa180000-7fa380000 rw-s 0036f000 00:11 21128                            /dev/kgsl-3d0
7fa380000-7fa390000 rw-s 0036b000 00:11 21128                            /dev/kgsl-3d0
7fa3a0000-7fa3c0000 rw-s 00431000 00:11 21128                            /dev/kgsl-3d0
7fa3c0000-7fa407000 rw-s 00149000 00:11 21128                            /dev/kgsl-3d0
7fa410000-7fa456000 rw-s 00129000 00:11 21128                            /dev/kgsl-3d0
7fa45a000-7fa45c000 rw-s 00518000 00:11 21128                            /dev/kgsl-3d0
7fa45c000-7fa45e000 rw-s 00517000 00:11 21128                            /dev/kgsl-3d0
7fa45e000-7fa460000 rw-s 00516000 00:11 21128                            /dev/kgsl-3d0
7fa460000-7fa470000 rw-s 00405000 00:11 21128                            /dev/kgsl-3d0
7fa470000-7fa4d8000 rw-s 00136000 00:11 21128                            /dev/kgsl-3d0
7fa4da000-7fa4dc000 rw-s 00515000 00:11 21128                            /dev/kgsl-3d0
7fa4dc000-7fa4de000 rw-s 00514000 00:11 21128                            /dev/kgsl-3d0
7fa4de000-7fa4e0000 rw-s 00513000 00:11 21128                            /dev/kgsl-3d0
7fa4e0000-7fa546000 rw-s 0012e000 00:11 21128                            /dev/kgsl-3d0
7fa548000-7fa54a000 rw-s 00512000 00:11 21128                            /dev/kgsl-3d0
7fa54a000-7fa54c000 rw-s 00510000 00:11 21128                            /dev/kgsl-3d0
7fa54c000-7fa54e000 rw-s 0050f000 00:11 21128                            /dev/kgsl-3d0
7fa54e000-7fa550000 rw-s 0050e000 00:11 21128                            /dev/kgsl-3d0
7fa550000-7fa560000 rw-s 00366000 00:11 21128                            /dev/kgsl-3d0
7fa560000-7fa570000 rw-s 00365000 00:11 21128                            /dev/kgsl-3d0
7fa570000-7fa5b0000 rw-s 00364000 00:11 21128                            /dev/kgsl-3d0
7fa5b2000-7fa5b4000 rw-s 00502000 00:11 21128                            /dev/kgsl-3d0
7fa5b4000-7fa5b6000 rw-s 00501000 00:11 21128                            /dev/kgsl-3d0
7fa5b6000-7fa5b8000 rw-s 00500000 00:11 21128                            /dev/kgsl-3d0
7fa5c0000-7fa5e0000 rw-s 003f8000 00:11 21128                            /dev/kgsl-3d0
7fa5e2000-7fa5e4000 rw-s 004fa000 00:11 21128                            /dev/kgsl-3d0
7fa5e4000-7fa5e6000 rw-s 004f9000 00:11 21128                            /dev/kgsl-3d0
7fa5e6000-7fa5e8000 rw-s 004f8000 00:11 21128                            /dev/kgsl-3d0
7fa5f0000-7fa610000 rw-s 00430000 00:11 21128                            /dev/kgsl-3d0
7fa610000-7fa650000 rw-s 000cb000 00:11 21128                            /dev/kgsl-3d0
7fa650000-7fa694000 rw-s 003df000 00:11 21128                            /dev/kgsl-3d0
7fa696000-7fa698000 rw-s 004f7000 00:11 21128                            /dev/kgsl-3d0
7fa6a0000-7fa6c0000 rw-s 0035d000 00:11 21128                            /dev/kgsl-3d0
7fa6c0000-7fa7d0000 rw-s 0035b000 00:11 21128                            /dev/kgsl-3d0
7fa7d0000-7fa7e0000 rw-s 0035a000 00:11 21128                            /dev/kgsl-3d0
7fa7e0000-7fa825000 rw-s 00359000 00:11 21128                            /dev/kgsl-3d0
7fa826000-7fa828000 rw-s 004f6000 00:11 21128                            /dev/kgsl-3d0
7fa830000-7fa874000 rw-s 00358000 00:11 21128                            /dev/kgsl-3d0
7fa876000-7fa878000 rw-s 004f5000 00:11 21128                            /dev/kgsl-3d0
7fa880000-7fa8a0000 rw-s 00357000 00:11 21128                            /dev/kgsl-3d0
7fa8a0000-7fa8e3000 rw-s 00356000 00:11 21128                            /dev/kgsl-3d0
7fa8f0000-7fa900000 rw-s 00355000 00:11 21128                            /dev/kgsl-3d0
7fa900000-7fa942000 rw-s 00354000 00:11 21128                            /dev/kgsl-3d0
7fa944000-7fa948000 rw-s 00406000 00:11 21128                            /dev/kgsl-3d0
7fa948000-7fa94a000 rw-s 00404000 00:11 21128                            /dev/kgsl-3d0
7fa94a000-7fa94c000 rw-s 00403000 00:11 21128                            /dev/kgsl-3d0
7fa94c000-7fa94e000 rw-s 00402000 00:11 21128                            /dev/kgsl-3d0
7fa94e000-7fa950000 rw-s 00401000 00:11 21128                            /dev/kgsl-3d0
7fa950000-7fa9ba000 rw-s 00353000 00:11 21128                            /dev/kgsl-3d0
7fa9bc000-7fa9be000 rw-s 003fa000 00:11 21128                            /dev/kgsl-3d0
7fa9be000-7fa9c0000 rw-s 003f9000 00:11 21128                            /dev/kgsl-3d0
7fa9c0000-7fa9d0000 rw-s 00351000 00:11 21128                            /dev/kgsl-3d0
7fa9d0000-7fa9e0000 rw-s 00350000 00:11 21128                            /dev/kgsl-3d0
7fa9e0000-7faa20000 rw-s 0034f000 00:11 21128                            /dev/kgsl-3d0
7faa20000-7faa30000 rw-s 0034e000 00:11 21128                            /dev/kgsl-3d0
7faa30000-7faa77000 rw-s 0034c000 00:11 21128                            /dev/kgsl-3d0
7faa78000-7faa7c000 rw-s 00393000 00:11 21128                            /dev/kgsl-3d0
7faa7c000-7faa80000 rw-s 00392000 00:11 21128                            /dev/kgsl-3d0
7faa80000-7faac6000 rw-s 0034b000 00:11 21128                            /dev/kgsl-3d0
7faac8000-7faaca000 rw-s 00396000 00:11 21128                            /dev/kgsl-3d0
7faaca000-7faace000 rw-s 00391000 00:11 21128                            /dev/kgsl-3d0
7faace000-7faad0000 rw-s 00390000 00:11 21128                            /dev/kgsl-3d0
7faad0000-7faae0000 rw-s 0034a000 00:11 21128                            /dev/kgsl-3d0
7faae0000-7fab00000 rw-s 00349000 00:11 21128                            /dev/kgsl-3d0
7fab00000-7fab10000 rw-s 00348000 00:11 21128                            /dev/kgsl-3d0
7fab10000-7fab30000 rw-s 00347000 00:11 21128                            /dev/kgsl-3d0
7fab30000-7fab75000 rw-s 00346000 00:11 21128                            /dev/kgsl-3d0
7fab76000-7fab78000 rw-s 0038f000 00:11 21128                            /dev/kgsl-3d0
7fab78000-7fab79000 rw-s 0038e000 00:11 21128                            /dev/kgsl-3d0
7fab79000-7fab7a000 rw-s 0038d000 00:11 21128                            /dev/kgsl-3d0
7fab7a000-7fab7b000 rw-s 0038c000 00:11 21128                            /dev/kgsl-3d0
7fab7b000-7fab7c000 rw-s 0038b000 00:11 21128                            /dev/kgsl-3d0
7fab7c000-7fab7d000 rw-s 0038a000 00:11 21128                            /dev/kgsl-3d0
7fab7d000-7fab7e000 rw-s 00389000 00:11 21128                            /dev/kgsl-3d0
7fab7e000-7fab7f000 rw-s 00387000 00:11 21128                            /dev/kgsl-3d0
7fab7f000-7fab80000 rw-s 00386000 00:11 21128                            /dev/kgsl-3d0
7fab80000-7fac90000 rw-s 00345000 00:11 21128                            /dev/kgsl-3d0
7fac90000-7fada0000 rw-s 00344000 00:11 21128                            /dev/kgsl-3d0
7fada0000-7fade2000 rw-s 00343000 00:11 21128                            /dev/kgsl-3d0
7fade3000-7fade4000 rw-s 00385000 00:11 21128                            /dev/kgsl-3d0
7fade4000-7fade5000 rw-s 00384000 00:11 21128                            /dev/kgsl-3d0
7fade5000-7fade6000 rw-s 00383000 00:11 21128                            /dev/kgsl-3d0
7fade6000-7fadea000 rw-s 00381000 00:11 21128                            /dev/kgsl-3d0
7fadea000-7fadec000 rw-s 00380000 00:11 21128                            /dev/kgsl-3d0
7fadec000-7fadee000 rw-s 0037f000 00:11 21128                            /dev/kgsl-3d0
7fadee000-7fadf0000 rw-s 0037e000 00:11 21128                            /dev/kgsl-3d0
7fadf0000-7fae31000 rw-s 00342000 00:11 21128                            /dev/kgsl-3d0
7fae32000-7fae33000 rw-s 00382000 00:11 21128                            /dev/kgsl-3d0
7fae33000-7fae35000 rw-s 0037d000 00:11 21128                            /dev/kgsl-3d0
7fae35000-7fae37000 rw-s 0037c000 00:11 21128                            /dev/kgsl-3d0
7fae37000-7fae39000 rw-s 0037b000 00:11 21128                            /dev/kgsl-3d0
7fae39000-7fae3b000 rw-s 0037a000 00:11 21128                            /dev/kgsl-3d0
7fae3b000-7fae3d000 rw-s 00379000 00:11 21128                            /dev/kgsl-3d0
